ID,Question,Confidence Question (AI),Confidence Question (Manual),Réponses Proposées,Confidence Réponses Proposées (AI),Confidence Réponses Proposées (Manual),Réponse Vraie,Confidence Réponse Vraie (AI),Confidence Réponse Vraie (Manual)
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_def_0,"Quelle est la définition correcte de ""Gram -"" ?",7.0,,aminosides (imperméabilité) | vancomycine (structure) | Amoxicilline | CéphalosporinesRésistance qui existe d’emblée,7.5,,aminosides (imperméabilité),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_def_1,"Quelle est la définition correcte de ""Anaérobie"" ?",7.0,,vancomycine (structure) | Amoxicilline | aminosides (imperméabilité) | CéphalosporinesRésistance qui existe d’emblée,7.5,,vancomycine (structure),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_def_2,"Quelle est la définition correcte de ""Genre Klebsiella"" ?",7.0,,aminosides (imperméabilité) | vancomycine (structure) | Amoxicilline | CéphalosporinesRésistance qui existe d’emblée,7.5,,aminosides (imperméabilité),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_def_3,"Quelle est la définition correcte de ""E. Faecalis"" ?",7.0,,vancomycine (structure) | aminosides (imperméabilité) | Amoxicilline | CéphalosporinesRésistance qui existe d’emblée,7.5,,vancomycine (structure),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mech_0,Quel est le mécanisme d'action principal ?,8.0,,d'inhiber la multiplication ( action bactériostatique ) ou | d'inhiber la multiplication ( action bactériostatique ) ou | Action directe sur les récepteurs NMDA du système nerveux central | d'activer la multiplication ( action bactériostatique ) ou,7.5,,d'inhiber la multiplication ( action bactériostatique ) ou,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mech_0,Quel est le mécanisme d'action principal ?,8.0,,Macrolides et Ketolides : activiteurs enzymatiques du CYP 3A4 | Action directe sur les récepteurs NMDA du système nerveux central | Macrolides et Ketolides : inhibiteurs enzymatiques du CYP 3A4 | Macrolides et Ketolides : inhibiteurs enzymatiques du CYP 3A4,7.5,,Macrolides et Ketolides : activiteurs enzymatiques du CYP 3A4,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mech_0,Quel est le mécanisme d'action principal ?,8.0,,Action directe sur les récepteurs NMDA du système nerveux central | ! inhibiteurs enzymatiques du CYP 3A4 | ! inhibiteurs enzymatiques du CYP 3A4 | ! activiteurs enzymatiques du CYP 3A4,7.5,,Action directe sur les récepteurs NMDA du système nerveux central,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_anat_8,"Quelle structure est responsable de : ""aminosides (imperméabilité)"" ?",7.5,,Genre Klebsiella | Anaérobie | Exemples,8.0,,Genre Klebsiella,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_anat_10,"Quelle structure est responsable de : ""CéphalosporinesRésistance qui existe d’emblée"" ?",7.5,,Genre Klebsiella | Exemples | Faecalis | Anaérobie,8.0,,Genre Klebsiella,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mol_0,Quelle est la DCI (Dénomination Commune Internationale) de RMP ?,7.5,,menstruel | hémolytique | périphériques | psychiques,8.0,,menstruel,7.0,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mol_1,Quelle est la DCI (Dénomination Commune Internationale) de RMP ?,7.5,,psychiques | menstruel | hémolytique | périphériques,8.0,,psychiques,7.0,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_mol_2,Quelle est la DCI (Dénomination Commune Internationale) de INH ?,7.5,,périphériques | hémolytique | menstruel | psychiques,8.0,,périphériques,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Effet fonction de la dose, effet ""pic” | Concentration (ou dose) dépendant | Peu d'importance des concentrations minimales | Effet bactéricide rapide",8.0,,"Effet fonction de la dose, effet ""pic”",7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Effet post -antibiotique dose -dépendant | Concentration (ou dose) dépendant | Effet fonction de la dose, effet ""pic” | Effet bactéricide rapide",8.0,,Effet post -antibiotique dose -dépendant,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Effet bactéricide lent | Concentration (ou dose) dépendant | Effet fonction de la dose, effet ""pic” | Effet bactéricide rapide",8.0,,Effet bactéricide lent,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Effet bactéricide rapide | Effet bactéricide lent | Effet post -antibiotique dose -dépendant | Effet fonction de la dose, effet ""pic”",8.0,,Effet bactéricide rapide,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_5,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Peu d'importance de la durée d'exposition | Importance des concentrations minimalesPHARMACOCINÉTIQUE | Effet fonction de la dose, effet ""pic” | Effet post -antibiotique dose -dépendant",8.0,,Peu d'importance de la durée d'exposition,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_7,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,Concentration (ou dose) dépendant | Effet bactéricide lent | Effet bactéricide rapide | Peu d'importance des concentrations minimales,8.0,,Concentration (ou dose) dépendant,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_9,"Parmi les propositions suivantes, laquelle concerne ●Deux grands mécanismes de l’effet : ?",7.7,,"Importance des concentrations minimalesPHARMACOCINÉTIQUE | Effet bactéricide lent | Effet fonction de la dose, effet ""pic” | Effet post -antibiotique dose -dépendant",8.0,,Importance des concentrations minimalesPHARMACOCINÉTIQUE,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ●La plupart ont une demi -vie courte ?",7.7,,"Ou faire de la perfusion continuePHARMACOCINÉTIQUE | Demi -vie = délai au bout duquel la moitié du médicament a disparu du | 1h30 le plus souvent, sauf la ceftriaxone (8h) | Augmenter le nombre de perfusions (4 à 6 par jour)",8.0,,Ou faire de la perfusion continuePHARMACOCINÉTIQUE,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ●La plupart ont une demi -vie courte ?",7.7,,"Augmenter le nombre de perfusions (4 à 6 par jour) | Demi -vie = délai au bout duquel la moitié du médicament a disparu du | Ou faire de la perfusion continuePHARMACOCINÉTIQUE | 1h30 le plus souvent, sauf la ceftriaxone (8h)",8.0,,Augmenter le nombre de perfusions (4 à 6 par jour),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne ●Effets indésirables : ?",7.7,,"Hypersensibilité allergique | Manifestations allant de l’urticaire au choc anaphylactique | Mycoses buccales, intestinales ou vaginales (déséquilibre de la flore) | Troubles digestifs",7.5,,Hypersensibilité allergique,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne ●Effets indésirables : ?",7.7,,"Troubles digestifs | Manifestations allant de l’urticaire au choc anaphylactique | Mycoses buccales, intestinales ou vaginales (déséquilibre de la flore) | Hypersensibilité allergique",7.5,,Troubles digestifs,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne ●Effets indésirables : ?",7.7,,"Mycoses buccales, intestinales ou vaginales (déséquilibre de la flore) | Troubles digestifs | Hypersensibilité allergique | Manifestations allant de l’urticaire au choc anaphylactique",7.5,,"Mycoses buccales, intestinales ou vaginales (déséquilibre de la flore)",7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne 30 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Perfusion sur au moins 60 minutes | Hypersensibilité à la vancomycine : | Red Man Syndrome apparaissant en cas de perfusion | Vancomycine,7.5,,Perfusion sur au moins 60 minutes,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne 30 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Teicoplanine (Targocid ®) | Néphro et oto-toxicité | Red Man Syndrome apparaissant en cas de perfusion | Vancomycine,7.5,,Teicoplanine (Targocid ®),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne 30 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Dalbavancine (Xydalba ®) | Red Man Syndrome apparaissant en cas de perfusion | Hypersensibilité à la vancomycine : | Risque de nécrose tissulaire en IM ou SC pour vancomycine,8.0,,Dalbavancine (Xydalba ®),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne 30 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Risque de nécrose tissulaire en IM ou SC pour vancomycine | Néphro et oto-toxicité | Vancomycine | Red Man Syndrome apparaissant en cas de perfusion,7.5,,Risque de nécrose tissulaire en IM ou SC pour vancomycine,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_5,"Parmi les propositions suivantes, laquelle concerne 30 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Red Man Syndrome apparaissant en cas de perfusion | Néphro et oto-toxicité | Hypersensibilité à la vancomycine : | Vancomycine,7.5,,Red Man Syndrome apparaissant en cas de perfusion,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne 32 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,"Augmentation des CPK, myalgies | Pneumopathies à éosinophiles | Daptomycine (Cubicin ®)Autres | Pas résorption per os",8.0,,"Augmentation des CPK, myalgies",7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne 32 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,"Elimination rénale | Polymyxine : Colistine | Augmentation des CPK, myalgies | Fosfomycine (Fomicyt ® Monutril ®)",8.0,,Elimination rénale,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne 32 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Fosfomycine (Fomicyt ® Monutril ®) | Daptomycine (Cubicin ®)Autres | Polymyxine : Colistine | Pneumopathies à éosinophiles,8.0,,Fosfomycine (Fomicyt ® Monutril ®),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne 32 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Daptomycine (Cubicin ®)Autres | Elimination rénale | Pas résorption per os | Fosfomycine (Fomicyt ® Monutril ®),8.0,,Daptomycine (Cubicin ®)Autres,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_6,"Parmi les propositions suivantes, laquelle concerne 32 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,"Polymyxine : Colistine | Pneumopathies à éosinophiles | Pas résorption per os | Augmentation des CPK, myalgies",8.0,,Polymyxine : Colistine,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Recherche de pics de concentration | Administration en une fois par jour | Gentamicine | Action concentration dépendante,7.5,,Recherche de pics de concentration,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Tobramycine (Nebcine ®) | Néomycine utilisation locale | En association avec les ßlactamine | Amikacine (Amiklin ®),8.0,,Tobramycine (Nebcine ®),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Action concentration dépendante | Elimination rénale principalement | Tobramycine (Nebcine ®) | Ajustement à la fonction rénale si,8.0,,Action concentration dépendante,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_4,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,En association avec les ßlactamine | Etat de choc infectieux•Pharmacocinétique: | Biodisponibilité orale nulle | Néomycine utilisation locale,8.0,,En association avec les ßlactamine,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_7,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Amikacine (Amiklin ®) | Utilisation par voie parentérale | Gentamicine | En association avec les ßlactamine,7.5,,Amikacine (Amiklin ®),7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_8,"Parmi les propositions suivantes, laquelle concerne 34 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Néomycine utilisation locale | Recherche de pics de concentration | Ajustement à la fonction rénale si | Action concentration dépendante,8.0,,Néomycine utilisation locale,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Surveillance par des dosages | A réaliser 30 min après la fin de la perfusion | Néphrotoxicité réversible +++ | Nécessité de surveillance par des dosages,8.0,,Surveillance par des dosages,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_1,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Dosage du taux pic : | Utilisation déconseillée pendant la grossesse | Surveillance par des dosages | Dosage du taux résiduel :,8.0,,Dosage du taux pic :,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_2,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,"Débute par une atteinte vestibulaire (vertiges, | A réaliser avant l’injection quotidienne de l’aminoside | Otoxicité favorisée par des doses élevées et tttprolongés | Nécessité de surveillance par des dosages",8.0,,"Débute par une atteinte vestibulaire (vertiges,",7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_3,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,"Permet d’évaluer l’efficacité | Surveillance ++ si association à médicaments | Débute par une atteinte vestibulaire (vertiges, | Nécessité de surveillance par des dosages",8.0,,Permet d’évaluer l’efficacité,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_4,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Néphrotoxicité réversible +++ | Nécessité de surveillance par des dosages | Dosage du taux résiduel : | Puis atteinte cochléaire (perte de l’audition):,8.0,,Néphrotoxicité réversible +++,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_5,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,A réaliser 30 min après la fin de la perfusion | Surveillance par des dosages | Otoxicité favorisée par des doses élevées et tttprolongés | Utilisation déconseillée pendant la grossesse,8.0,,A réaliser 30 min après la fin de la perfusion,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_8,"Parmi les propositions suivantes, laquelle concerne 35 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Permet d’évaluer la toxicité | Dosage du taux résiduel : | Puis atteinte cochléaire (perte de l’audition): | Nécessité de surveillance par des dosages,8.0,,Permet d’évaluer la toxicité,7.5,
module_06_2_les_antibiotiques_c_doudet_2025_ifcs_prop_0,"Parmi les propositions suivantes, laquelle concerne 37 CLASSIFICATION DES ANTIBIOTIQUES ?",7.7,,Dépôts dentaires qui fragilisent l’émail et peuvent | Propres à la minocycline : troubles vestibulaires (70%) | Doxycycline (Vibraveineuse ®) | Tigécycline (Tygacil ®),8.0,,Dépôts dentaires qui fragilisent l’émail et peuvent,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Pneumopathie communautaire"" ?",7.0,,autres examens | Mécanisme d'inhibition de la transmission synaptique | Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques,7.5,,autres examens,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""» PAG non hospitalisée"" ?",7.0,,Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | pas de biologie | Processus d'activation des récepteurs périphériques,7.5,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Pneumopathie communautaire"" ?",7.0,,"Processus d'activation des récepteurs périphériques | Pneumocoque, | Mécanisme d'inhibition de la transmission synaptique | Régulation de l'homéostasie cellulaire",7.5,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""bactérie du milieu hydrique"" ?",7.0,,"Régulation de l'homéostasie cellulaire | lacs, systèmes de | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques",7.5,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""» sérodiagnostic (taux AC)"" ?",7.0,,"diagnostic tardif, | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques | au plus tôt 3 à 4 sem après le début",8.0,,"diagnostic tardif,",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""» Pic des AG"" ?",7.0,,"diagnostic tardif, | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | au plus tôt 3 à 4 sem après le début",8.0,,"diagnostic tardif,",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""- Rapide"" ?",7.0,,Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | résultats en 1 heure,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""- AUTRES VIRUS"" ?",7.0,,"Processus d'activation des récepteurs périphériques | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | VRS (enfant), adénovirus,",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""e"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | pas d'intérêt de l'examen | résultat tardif et rétrospectif | Processus d'activation des récepteurs périphériques,8.0,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""d'intervalle)"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | pas d'intérêt de l'examen | résultat tardif et rétrospectif | Processus d'activation des récepteurs périphériques,8.0,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""| tableau clinique | bruyant"" ?",7.0,,"diarrhées, douleurs | Processus d'activation des récepteurs périphériques | T* élevée, peu bruyant, non bruyant, gravité, | | dir. thoracique | modérés modérés |",8.0,,"diarrhées, douleurs",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_2,"Quelle est la définition correcte de ""| signes OUI ++"" ?",7.0,,"Processus d'activation des récepteurs périphériques | T* élevée, peu bruyant, non bruyant, gravité, | | dir. thoracique | modérés modérés | | diarrhées, douleurs",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""d’une pneumococcie) diarrhées digestifs ++"" ?",7.0,,"dir. thoracique | modérés modérés | | diarrhées, douleurs | T* élevée, peu bruyant, non bruyant, gravité, | | Processus d'activation des récepteurs périphériques",8.0,,dir. thoracique | modérés modérés |,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""PAC"" ?",7.0,,Mécanisme d'inhibition de la transmission synaptique | généralités sur le traitement (1) | Processus d'activation des récepteurs périphériques | Régulation de l'homéostasie cellulaire,8.0,,Mécanisme d'inhibition de la transmission synaptique,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""- Si grave"" ?",7.0,,"doit couvrir également Sfaphylococcus aureus, Haemophilus | doit aussi couvrir la légionnelle | doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies | efficacité ? élargissement du spectre antibiotique si évolution clinique défavorable",8.0,,"doit couvrir également Sfaphylococcus aureus, Haemophilus",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""- Si inhalation"" ?",7.0,,"doit couvrir également Sfaphylococcus aureus, Haemophilus | efficacité ? élargissement du spectre antibiotique si évolution clinique défavorable | doit aussi couvrir la légionnelle | doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies",8.0,,"doit couvrir également Sfaphylococcus aureus, Haemophilus",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_2,"Quelle est la définition correcte de ""- Si pneumonie en période grippale"" ?",7.0,,"efficacité ? élargissement du spectre antibiotique si évolution clinique défavorable | doit couvrir également Sfaphylococcus aureus, Haemophilus | doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies | doit aussi couvrir la légionnelle",8.0,,efficacité ? élargissement du spectre antibiotique si évolution clinique défavorable,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_3,"Quelle est la définition correcte de ""Clinique"" ?",7.0,,"doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies | doit couvrir également Sfaphylococcus aureus, Haemophilus | efficacité ? élargissement du spectre antibiotique si évolution clinique défavorable | doit aussi couvrir la légionnelle",8.0,,"doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_4,"Quelle est la définition correcte de ""Microbiologique"" ?",7.0,,"examen direct et culture du prélèvement microbiologique si réalisé (réduction du spectre | doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies | doit couvrir également Sfaphylococcus aureus, Haemophilus | doit aussi couvrir la légionnelle",8.0,,examen direct et culture du prélèvement microbiologique si réalisé (réduction du spectre,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_5,"Quelle est la définition correcte de ""antibiotique sur la base de l'antidiogramme"" ?",7.0,,"doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies | « désescalade antibiotique ») | doit aussi couvrir la légionnelle | doit couvrir également Sfaphylococcus aureus, Haemophilus",8.0,,"doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_6,"Quelle est la définition correcte de ""Limiter le risque d'émergence de mutants résistants, favorisée par la pression antiblotique"" ?",7.0,,"doit aussi couvrir la légionnelle | réduire la durée | doit couvrir également Sfaphylococcus aureus, Haemophilus | doit couvrir également Staphylococcus aureus, les entérobactères et les anaérobies",7.5,,doit aussi couvrir la légionnelle,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""C3G IV"" ?",7.0,,"Processus d'activation des récepteurs périphériques | Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | céphalosporines de 3°"" p+4 _ w TI —",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""PAC"" ?",7.0,,Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | Antibiothérapie probabiliste,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""PAC"" ?",7.0,,Pseudomonas aeruginosa caroapeneme (meroneme.…. | Processus d'activation des récepteurs périphériques | Antibiothérapie probabiliste en réanimation | Mécanisme d'inhibition de la transmission synaptique,8.0,,Pseudomonas aeruginosa caroapeneme (meroneme.….,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""» Incidence"" ?",7.0,,Régulation de l'homéostasie cellulaire | 6 cas pour 1000 admissions | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""» Hémoculture"" ?",7.0,,"positive dans 10"" des cas | Régulation de l'homéostasie cellulaire | Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique",8.0,,"positive dans 10"" des cas",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""» Bacilles gram-"" ?",7.0,,"bacille pyocyanique, | Mécanisme d'inhibition de la transmission synaptique | staphylococous aurèus | Processus d'activation des récepteurs périphériques",8.0,,"bacille pyocyanique,",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""» Gocoi gram*"" ?",7.0,,"bacille pyocyanique, | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques | staphylococous aurèus",8.0,,"bacille pyocyanique,",7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""bactérienne (Haemophilus Influenzae, Branhamella catarrhalis"" ?",6.0,,"Processus d'activation des récepteurs périphériques | pneumocoque) — critères codifiés d'antibiothérapie (selon | Moraxella catarrhalis, | Mécanisme d'inhibition de la transmission synaptique",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""Streptococcus pneumoniae"" ?",7.0,,"Processus d'activation des récepteurs périphériques | Mécanisme d'inhibition de la transmission synaptique | pneumocoque) — critères codifiés d'antibiothérapie (selon | Moraxella catarrhalis,",8.0,,Processus d'activation des récepteurs périphériques,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""Si aggravation ou pas d'amélioration"" ?",7.0,,Régulation de l'homéostasie cellulaire | Mécanisme d'inhibition de la transmission synaptique | Processus d'activation des récepteurs périphériques | 1/ rechercher une complication loco-régionale,8.0,,Régulation de l'homéostasie cellulaire,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_0,"Quelle est la définition correcte de ""croissant)"" ?",7.0,,"plus fréquente (surtout à pneumocoque). Dépister le VIH lors | urgence ++, investigations plus approfondies (LBA et | bronchopneumonie | Processus d'activation des récepteurs périphériques",7.5,,plus fréquente (surtout à pneumocoque). Dépister le VIH lors,7.5,
module_076144_pneomopathies_prepa_eiade_2020_def_1,"Quelle est la définition correcte de ""PAC chez l'immunodéprimé"" ?",7.0,,"plus fréquente (surtout à pneumocoque). Dépister le VIH lors | Processus d'activation des récepteurs périphériques | urgence ++, investigations plus approfondies (LBA et | bronchopneumonie",7.5,,plus fréquente (surtout à pneumocoque). Dépister le VIH lors,7.5,
